University,Values
CSUStan,6
CSUStan,7
CSUStan,6
CSUStan,0
CSUStan,0
CSUStan,1
CSUStan,6
CSUStan,4
CSUStan,3
CSUStan,1
CSUStan,1
CSUStan,1
CSUStan,0
CSUStan,6
CSUStan,5
CSUStan,2
CSUStan,3
CSUStan,5
CSUStan,3
CSUStan,3
CSUStan,0
CSUStan,0
CSUStan,3
CSUStan,5
CSUStan,6
CSUStan,7
CSUStan,3
CSUStan,3
CSUStan,2
CSUStan,1
CSUStan,7
CSUStan,0
CSUStan,2
CSUStan,6
CSUStan,0
CSUStan,0
CSUStan,1
CSUStan,1
CSUStan,2
CSUStan,1
CSUStan,3
CSUStan,1
CSUStan,3
CSUStan,4
CSUStan,2
CSUStan,0
CSUStan,4
CSUStan,0
CSUStan,4
CSUStan,2
CSUStan,3
CSUStan,3
CSUStan,3
CSUStan,2
CSUStan,2
CSUStan,2
CSUStan,7
CSUStan,3
CSUStan,2
CSUStan,1
CSUStan,5
CSUStan,3
CSUStan,3
CSUStan,1
CSUStan,2
CSUStan,3
CSUStan,1
CSUStan,1
CSUStan,1
CSUStan,1
CSUStan,2
CSUStan,1
CSUStan,7
CSUStan,5
CSUStan,2
CSUStan,1
CSUStan,2
CSUStan,3
CSUStan,2
CSUStan,1
CSUStan,2
CSUStan,2
CSUStan,5
CSUStan,3
CSUStan,2
CSUStan,5
CSUStan,0
CSUStan,0
CSUStan,1
CSUStan,6
CSUStan,2
CSUStan,1
CSUStan,4
CSUStan,2
CSUStan,2
CSUStan,5
CSUStan,2
CSUStan,6
CSUStan,6
CSUStan,1
CSUStan,2
CSUStan,0
CSUStan,1
CSUStan,0
CSUS,7
CSUS,2
CSUS,4
CSUS,7
CSUS,5
CSUS,8
CSUS,4
CSUS,5
CSUS,3
CSUS,2
CSUS,7
CSUS,6
CSUS,9
CSUS,4
CSUS,2
CSUS,0
CSUS,8
CSUS,8
CSUS,1
CSUS,0
CSUS,4
CSUS,3
CSUS,6
CSUS,3
CSUS,6
CSUS,6
CSUS,8
CSUS,4
CSUS,1
CSUS,5
CSUS,0
CSUS,5
CSUS,4
CSUS,7
CSUS,8
CSUS,0
CSUS,5
CSUS,4
CSUS,4
CSUS,9
CSUS,3
CSUS,5
CSUS,6
CSUS,0
CSUS,0
CSUS,5
CSUS,3
CSUS,3
CSUS,7
CSUS,3
CSUS,1
CSUS,3
CSUS,6
CSUS,6
CSUS,0
CSUS,4
CSUS,3
CSUS,8
CSUS,2
CSUS,4
CSUS,4
CSUS,1
CSUS,3
CSUS,7
CSUS,0
CSUS,7
CSUS,9
CSUS,8
CSUS,7
CSUS,9
CSUS,0
CSUS,4
CSUS,6
CSUS,5
CSUS,4
CSUS,3
CSUS,3
CSUS,0
CSUS,4
CSUS,1
CSUS,4
CSUS,9
CSUS,6
CSUS,4
CSUS,0
CSUS,8
CSUS,8
CSUS,1
CSUS,3
CSUS,1
CSUS,2
CSUS,6
CSUS,4
CSUS,3
CSUS,8
CSUS,4
CSUS,0
CSUS,2
CSUS,7
CSUS,4
CSUS,3
CSUS,4
CSUS,4
CSUS,4
CSUS,7
CSUS,0
CSUS,8
CSUS,8
CSUS,1
CSUS,4
CSUS,3
CSUS,1
CSUS,0
CSUS,3
SFSU,10
SFSU,8
SFSU,9
SFSU,10
SFSU,8
SFSU,6
SFSU,8
SFSU,7
SFSU,6
SFSU,8
SFSU,6
SFSU,10
SFSU,9
SFSU,9
SFSU,8
SFSU,7
SFSU,9
SFSU,9
SFSU,6
SFSU,8
SFSU,10
SFSU,10
SFSU,7
SFSU,8
SFSU,8
SFSU,8
SFSU,7
SFSU,9
SFSU,7
SFSU,8
SFSU,9
SFSU,9
SFSU,8
SFSU,10
SFSU,9
SFSU,8
SFSU,8
SFSU,8
SFSU,9
SFSU,10
SFSU,10
SFSU,10
SFSU,9
SFSU,1
SFSU,4
SFSU,8
SFSU,9
SFSU,5
SFSU,10
SFSU,6
SFSU,10
SFSU,8
SFSU,8
SFSU,6
SFSU,9
SFSU,10
SFSU,9
SFSU,9
SFSU,2
SFSU,7
SFSU,6
SFSU,9
SFSU,4
SFSU,8
SFSU,8
SFSU,10
SFSU,9
SFSU,9
SFSU,8
SFSU,9
SFSU,8
SFSU,10
SFSU,6
SFSU,8
SFSU,9
SFSU,7
SFSU,9
SFSU,6
SFSU,9
SFSU,8
Humboldt,5
Humboldt,6
Humboldt,3
Humboldt,5
Humboldt,4
Humboldt,6
Humboldt,4
Humboldt,4
Humboldt,2
Humboldt,6
Humboldt,5
Humboldt,5
Humboldt,3
Humboldt,4
Humboldt,3
Humboldt,2
Humboldt,6
Humboldt,3
Humboldt,5
Humboldt,4
Humboldt,3
Humboldt,7
Humboldt,5
Humboldt,6
Humboldt,5
Humboldt,4
Humboldt,7
Humboldt,6
Humboldt,2
Humboldt,3
Humboldt,2
Humboldt,6
Humboldt,6
Humboldt,6
Humboldt,5
Humboldt,5
Humboldt,3
Humboldt,5
Humboldt,6
Humboldt,6
Humboldt,3
Humboldt,5
Humboldt,3
Humboldt,2
Humboldt,2
Humboldt,4
Humboldt,4
Humboldt,2
Humboldt,4
Humboldt,4
Humboldt,4
Humboldt,2
Humboldt,4
Humboldt,4
Humboldt,6
Humboldt,5
Humboldt,5
Humboldt,5
Humboldt,2
Humboldt,4
Humboldt,4
Humboldt,3
Humboldt,2
Humboldt,6
Humboldt,4
Humboldt,6
Humboldt,6
Humboldt,5
Humboldt,7
Humboldt,5
Humboldt,4
Humboldt,6
Humboldt,6
Humboldt,3
Humboldt,5
Humboldt,6
Humboldt,5
Humboldt,2
Humboldt,6
Humboldt,5
Humboldt,6
Humboldt,5
Humboldt,5
Humboldt,3
Humboldt,5
Humboldt,5
Humboldt,7
Humboldt,5
Humboldt,2
Humboldt,5
Humboldt,4
Humboldt,6
Humboldt,4
Humboldt,2
Humboldt,6
Humboldt,5
Humboldt,2
Humboldt,2
Humboldt,5
Humboldt,3
Humboldt,5
Humboldt,3
Humboldt,7
Humboldt,6
Humboldt,5
Humboldt,4
Humboldt,6
Humboldt,6
Humboldt,2
Humboldt,2
Humboldt,3
Humboldt,5
Humboldt,4
Humboldt,3
CSUFresno,6
CSUFresno,6
CSUFresno,6
CSUFresno,7
CSUFresno,6
CSUFresno,4
CSUFresno,5
CSUFresno,5
CSUFresno,6
CSUFresno,6
CSUFresno,6
CSUFresno,3
CSUFresno,6
CSUFresno,5
CSUFresno,6
CSUFresno,4
CSUFresno,6
CSUFresno,6
CSUFresno,6
CSULB,5
CSULB,5
CSULB,2
CSULB,4
CSULB,5
CSULB,7
CSULB,4
CSULB,4
CSULB,2
CSULB,9
CSULB,6
CSULB,4
CSULB,6
CSULB,2
CSULB,4
CSULB,5
CSULB,7
CSULB,6
CSULB,2
CSULB,5
CSULB,3
CSULB,5
CSULB,3
CSULB,7
CSULB,7
CSULB,3
CSULB,5
CSULB,7
CSULB,5
CSULB,3
CSULB,4
CSULB,5
CSULB,7
CSULB,6
CSULB,6
CSULB,4
CSULB,3
CSULB,5
CSULB,8
CSULB,5
CSULB,6
CSULB,3
CSULB,3
CSULB,7
CSULB,5
CSULB,0
CSULB,10
CSULB,5
CSULB,5
CSULB,2
CSULB,6
CSULB,5
CSULB,6
CSULB,7
CSULB,6
CSULB,4
CSULB,8
CSULB,5
CSULB,5
CSULB,5
CSULB,2
CSULB,3
CSULB,4
CSULB,3
CSULB,3
CSULB,5
CSULB,4
CSULB,4
CSULB,1
CSULB,7
CSULB,6
CSULB,5
CSULB,4
CSULB,7
CSULB,6
CSULB,5
CSULB,3
CSULB,7
CSULB,9
CSULB,4
CSULB,5
CSULB,4
CSULB,6
CSULB,6
CSULB,6
CSULB,2
CSULB,5
CSULB,8
CSULB,6
CSULB,7
CSULB,2
CSULB,7
CSULB,3
CSULB,5
CSULB,6
CSULB,2
CSULB,6
CSULB,9
CSULB,5
CSULB,6
CSULB,5
CSULB,7
CSULB,7
CSULB,7
CSULB,8
CSULB,7
CSULB,6
CSULB,4
CSULB,7
CSULB,5
CSULB,2
CSULB,3
CSULB,7
CSULB,4
CSULB,6
CSULB,3
CSUCI,9
CSUCI,7
CSUCI,7
CSUCI,8
CSUCI,8
CSUCI,7
CSUCI,7
CSUCI,6
CSUCI,7
CSUCI,6
CSUCI,6
CSUCI,7
CSUCI,8
CSUCI,8
CSUCI,7
CSUCI,5
CSUCI,6
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,6
CSUCI,8
CSUCI,5
CSUCI,8
CSUCI,7
CSUCI,7
CSUCI,8
CSUCI,4
CSUCI,8
CSUCI,9
CSUCI,7
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,6
CSUCI,8
CSUCI,8
CSUCI,6
CSUCI,7
CSUCI,7
CSUCI,7
CSUCI,8
CSUCI,2
CSUCI,7
CSUCI,8
CSUCI,7
CSUCI,4
CSUCI,8
CSUCI,7
CSUCI,7
CSUCI,5
CSUCI,7
CSUCI,7
CSUCI,9
CSUCI,7
CSUCI,7
CSUCI,6
CSUCI,3
CSUCI,6
CSUCI,7
CSUCI,9
CSUCI,5
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,6
CSUCI,7
CSUCI,8
CSUCI,8
CSUCI,7
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,7
CSUCI,6
CSUCI,4
CSUCI,8
CSUCI,6
CSUCI,8
CSUCI,7
CSUCI,7
CSUCI,6
CSUCI,7
CSUCI,7
CSUCI,8
CSUCI,8
CSUCI,5
CSUCI,8
CSUCI,4
CSUCI,8
CSUCI,7
CSUCI,4
CSUCI,8
CSUCI,8
CSUCI,7
CSUCI,8
CSUCI,8
CSUCI,7
CSUCI,6
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,8
CSUCI,9
CSUCI,8
CSUCI,8
CSUCI,5
CSUCI,5
CSUCI,7
CSUCI,7
CSUCI,7
CSUCI,5
CPP,5
CPP,9
CPP,4
CPP,7
CPP,6
CPP,6
CPP,8
CPP,5
CPP,7
CPP,10
CPP,10
CPP,7
CPP,6
CPP,5
CPP,7
CPP,8
CPP,5
CPP,9
CPP,7
CPP,8
CPP,7
CPP,8
CPP,8
CPP,7
CPP,6
CPP,6
CPP,5
CPP,3
CPP,9
CPP,9
CPP,6
CPP,7
CPP,8
CPP,5
CPP,9
CPP,9
CPP,5
CPP,7
CPP,5
CPP,8
CPP,11
CPP,8
CPP,4
CPP,5
CPP,9
CPP,0
CPP,7
CPP,8
CPP,10
CPP,4
CPP,7
CPP,7
CPP,7
CPP,8
CPP,6
CPP,4
CPP,8
CPP,5
CPP,10
CPP,5
CPP,2
CPP,5
CPP,7
CPP,8
CPP,6
CPP,5
CPP,7
CPP,8
CPP,8
CPP,6
CPP,9
CPP,7
CPP,9
CPP,10
CPP,5
CPP,5
CPP,5
CPP,8
CPP,9
CPP,8
CPP,8
CPP,8
CPP,10
CPP,5
CPP,6
CPP,3
CPP,9
CPP,7
CPP,7
CPP,8
CPP,2
CPP,8
CPP,3
CPP,7
CPP,9
CPP,4
CPP,10
CPP,8
CPP,8
CPP,7
CPP,9
CPP,9
CPP,9
CPP,4
CPP,9
CPP,10
CPP,8
CPP,8
CPP,10
CPP,8
CPP,4
CPP,3
CPP,10
CPP,9
CPP,7
CPP,7
