Chico	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Compton College', 'Madera Community College']
SJSU	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Compton College', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Madera Community College']
CSUStan	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Compton Community College', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Compton College']
CSUS	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Compton College', 'Madera Community College']
Humboldt	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Compton College', 'Madera Community College']
UCI	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Compton College', 'Madera Community College']
UCB	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Compton College', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Madera Community College']
UCSD	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Compton College', 'Madera Community College']
UCSC	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Compton College', 'Madera Community College']
UCSB	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Compton College', 'Madera Community College']
UCD	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Compton College', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Madera Community College']
UCR	115	['Evergreen Valley College', 'Los Angeles City College', 'College of Marin', 'College of San Mateo', 'College of the Sequoias', 'Butte College', 'Cerro Coso Community College', 'Columbia College', 'Merritt College', 'Santa Ana College', 'Cuesta College', 'Merced College', 'Las Positas College', 'Victor Valley College', 'Barstow Community College', 'Los Angeles Trade Technical College', 'American River College', 'Contra Costa College', 'College of the Desert', 'Los Angeles Harbor College', 'Mission College', 'City College of San Francisco', 'Fresno City College', 'Reedley College', 'Shasta College', 'Lake Tahoe Community College', 'Cabrillo College', 'Glendale Community College', 'Los Angeles Valley College', 'San Diego Miramar College', 'Los Angeles Mission College', 'Ohlone College', 'Pasadena City College', 'Foothill College', 'Modesto Junior College', 'Mt. San Jacinto College', 'San Diego City College', 'Golden West College', 'Palomar College', 'Santa Rosa Junior College', 'Berkeley City College', 'Los Medanos College', 'Mount San Antonio College', 'Palo Verde College', 'Rio Hondo College', 'Saddleback College', 'Santiago Canyon College', 'West Hills College Coalinga', 'Canada College', 'Chaffey College', 'Crafton Hills College', 'Cypress College', 'Gavilan College', 'Napa Valley College', 'Orange Coast College', 'Laney College', 'Riverside City College', 'West Valley College', 'Lassen Community College', 'College of the Redwoods', 'Bakersfield College', 'Los Angeles Pierce College', 'Oxnard College', 'Yuba College', 'West Los Angeles College', 'Santa Barbara City College', 'Sierra College', 'Solano Community College', 'Ventura College', 'Chabot College', 'Citrus College', 'Cuyamaca College', 'Mendocino College', 'San Diego Mesa College', 'College of the Siskiyous', 'El Camino College', 'Cerritos College', 'Coastline Community College', 'Grossmont College', 'Imperial Valley College', 'MiraCosta College', 'San Joaquin Delta College', 'Allan Hancock College', 'College of Alameda', 'Copper Mountain College', 'De Anza College', 'Diablo Valley College', 'East Los Angeles College', 'Taft College', 'Antelope Valley College', 'Feather River College', 'Hartnell College', 'Irvine Valley College', 'Porterville College', 'Sacramento City College', 'Skyline College', 'Los Angeles Southwest College', 'San Bernardino Valley College', 'Monterey Peninsula College', 'Fullerton College', 'Long Beach City College', 'San Jose City College', 'Santa Monica College', 'Southwestern College', 'Moorpark College', 'College of the Canyons', 'Cosumnes River College', 'Folsom Lake College', 'West Hills College Lemoore', 'Woodland Community College', 'Norco College', 'Moreno Valley College', 'Clovis Community College', 'Compton College', 'Madera Community College']
